track_id,track_name,artists,genre,track_genre,mood_list,activity_list,tempo,danceability,energy,valence,acousticness,instrumentalness,speechiness,liveness,loudness,duration_ms,popularity
5zabPpqGDtdKQkwwaV0pxS,Blow Off Steam,BALLISTIK BOYZ from EXILE TRIBE,EDM,j-dance,Energetic;Motivated,workout,168.017,0.639,0.905,0.602,0.0798,0.0,0.105,0.378,-4.56,189500,27
2uuGnWjM2H9SEE6GsJNZIr,La Javanaise,Madeleine Peyroux,R&B,soul,Sad;Calm,studying;sleep,107.961,0.555,0.128,0.151,0.951,0.0692,0.0323,0.133,-16.681,252226,0
4OyBcl3DuZIheyCn6EJH5C,El Principe De La Ciudad,Jerry Rivera,Latin,salsa,Calm,commute;cooking,95.101,0.793,0.485,0.92,0.659,0.0018,0.0415,0.317,-13.639,283840,30
2dKNAj7S8pkI1bBmSGWEet,Light Cascading,Keeno;Becca Jane Grey,EDM,drum-and-bass,Energetic;Dark,workout;driving,174.002,0.513,0.808,0.239,0.064,0.169,0.0427,0.0931,-6.276,273617,18
3Vb8KkT6Ub5fFGPYJCJyLh,Rolex Theme - Background Score,Anirudh Ravichander,Hip-Hop,hip-hop,Energetic,studying,101.992,0.61,0.925,0.442,0.00804,0.767,0.114,0.131,-4.01,53247,72
72wdyMXmB7cw11nURyEPKH,Alt Jeg Trenger,Oslo Ess,Rock,punk-rock,Energetic;Motivated,workout,140.117,0.489,0.853,0.511,0.0271,0.0,0.0384,0.199,-4.925,258586,40
4cZTvx9cDgK1oISjcBsjUi,You Used to Love Me,Faith Evans,R&B,soul,Calm,commute;cooking,89.266,0.702,0.458,0.679,0.247,1.64e-06,0.0348,0.126,-8.195,269173,0
42s7EeGDVPMVg1HhwpE71a,Stranger,Dimash Qudaibergen;Igor Krutoy,Classical,opera,Dark,workout;commute;driving,127.932,0.304,0.733,0.204,0.256,0.00133,0.0684,0.0925,-5.794,321364,49
4kWO6O1BUXcZmaxitpVUwp,Jackie Chan,Tiësto;Dzeko;Preme;Post Malone,EDM,edm,Happy;Energetic;Motivated,workout;party;driving,128.005,0.747,0.834,0.687,0.374,0.0,0.045,0.0586,-2.867,215759,72
3YMYaxjiUDeUP0jBlPpEZM,Morning Has Broken,Jim Brickman,Chill,new-age,Sad;Calm,studying;sleep,147.335,0.341,0.091,0.242,0.977,0.906,0.0451,0.132,-22.209,192226,22
5RBkxxZAYHU7R9GuzEZk1g,ANGEL PASSED CHILDREN,BOØWY,Pop,j-pop,Happy;Energetic;Motivated,workout;driving,199.824,0.529,0.85,0.965,0.0116,0.0,0.0426,0.681,-4.658,142000,36
1O9UUjQezyMMwe8RyHyavL,"Songs for American Schools, JS 199: No. 1, Autumn Song",Jean Sibelius;Hannu Norjanen;Friends of Sibelius;Tapiola Chamber Choir,Classical,classical,Sad;Calm,studying;sleep,88.69,0.347,0.0312,0.0877,0.992,0.00101,0.0532,0.0767,-30.669,49560,0
3AMpVE2ftQQW83H9eOMnio,As Mina é Pra Frente,Mc Davi;MC Leozinho ZS;DJ BOY,R&B,funk,Romantic;Chill,commute;cooking,113.57,0.678,0.46,0.665,0.429,0.0,0.349,0.0891,-7.186,237176,42
2otEJWkJVqEBV4sRRfkGMz,Epilogue,Dario Marianelli,Chill,ambient,Sad;Calm,studying;sleep,99.994,0.19,0.0739,0.0786,0.975,0.11,0.0333,0.0725,-21.4,311666,46
15BI6N9wQ0wnALSpxPxap5,Los Tres De Zacatecas,Banda Autentica de Jerez,R&B,r-n-b,Happy,commute;party;cooking;driving,119.938,0.764,0.618,0.99,0.489,0.0,0.0508,0.0575,-6.733,107640,41
4DE7NGHLysvyl6fu6pCfbr,Fighter,Dr Meaker;Lorna King,EDM,drum-and-bass,Energetic;Dark,workout,175.986,0.538,0.945,0.189,0.000214,0.0522,0.285,0.254,-3.593,296551,17
2uKwH2Wc0vtVXrRieOMxlu,Reckless Love,Bethel Music;Cory Asbury,Chill,ambient,Sad;Calm,studying;sleep,93.987,0.208,0.162,0.113,0.903,6.66e-05,0.0355,0.106,-10.884,341173,50
6i5QcWVTuzM67pXgD9Q7Vw,"Kanne Kanne (From ""Ayogya"")",Anirudh Ravichander;Sam C.S.,Hip-Hop,hip-hop,Chill;Nostalgic,commute,87.104,0.684,0.489,0.375,0.639,0.0,0.0595,0.105,-8.625,225558,57
7KHFz3HDGAQfUo9bMhJYMn,Volando Entre Tus Brazos,Marc Anthony,Latin,salsa,Sad;Chill,studying;commute,99.88,0.564,0.431,0.163,0.622,0.0,0.027,0.116,-7.685,265093,35
6qtamS74Gf0mZBc3BFla0w,裸,My Hair is Bad,Rock,j-rock,Dark,commute;driving,97.963,0.521,0.727,0.307,0.00139,0.0,0.0287,0.209,-6.218,254413,34
658QQ0mD9o8EtrlWB5X2wk,Delay Distortion,Wildstylez,EDM,hardstyle,Energetic;Dark,workout;studying;driving,149.988,0.537,0.835,0.0487,0.221,0.875,0.0501,0.154,-7.053,339200,20
76Bt5vjnbxyr0JmxZKToTW,Sucio y Desprolijo - En Vivo Cosquín Rock,Pappo;Charly García,Rock,heavy-metal,Energetic;Dark,workout,135.649,0.255,0.941,0.399,0.000317,0.0462,0.0539,0.96,-5.749,333394,27
3jipEVTjQQOGPvsJ2d8cTx,Leva-me Além,Toque no Altar,R&B,gospel,Sad;Chill,commute,129.797,0.314,0.44,0.0395,0.49,3.41e-06,0.0283,0.683,-9.242,508173,41
5qgAU5MSbGMjgauOPQVwAQ,El Corrido de La Muñeca Diamante de Rubí,Fernando Corona,EDM,idm,Happy;Energetic;Motivated,workout;party;driving,116.045,0.804,0.754,0.981,0.635,0.0,0.0966,0.0461,-4.049,152765,18
6wLuAJgxUVcsmyEyF477FF,心痛不再有,方季惟;Pan Mei Chen,Pop,mandopop,Sad;Calm,sleep,142.306,0.517,0.24,0.264,0.0957,1.14e-05,0.0326,0.0656,-17.016,248333,22
3eekarcy7kvN4yt5ZFzltW,HIGHEST IN THE ROOM,Travis Scott,Hip-Hop,hip-hop,Sad;Chill,commute,76.469,0.598,0.427,0.0605,0.0546,5.83e-06,0.0317,0.21,-8.764,175720,82
72HxkQFPmxlvJ8YZUKyKIj,Caislean Óir - Remastered,Clannad,Chill,new-age,Sad;Calm,studying;sleep,111.912,0.244,0.166,0.223,0.84,8.62e-05,0.037,0.14,-15.085,126946,24
7MEnFyCUGLiqdm9CBuo3x8,En Defensa Propia,Gilberto Santa Rosa,Latin,salsa,Happy,commute;party;cooking;driving,161.974,0.763,0.694,0.792,0.525,0.000296,0.0364,0.0667,-4.033,292253,35
32IGREEfY97uQ19npMKIlO,Assault (Quarentena),Mainstreet;Azevedo;PL Quest;Orochi;Shenlong;Kizzy,R&B,funk,Sad;Chill,commute,114.905,0.629,0.44,0.102,0.00944,0.0,0.0624,0.106,-5.801,254608,43
0gAe8IIqQN5pCxVb8kK9PW,Oh My Word,a-ha,Pop,synth-pop,Sad;Calm;Chill,studying,112.904,0.448,0.345,0.192,0.648,0.0206,0.0284,0.095,-9.797,237546,10
4uaRUpAdVcjF5ME0QoZfuG,"12 Variations in C Major on ""Ah, vous dirai-je Maman"", K. 265: 8. Variation VII",Wolfgang Amadeus Mozart;Danielle Laval,Classical,classical,Calm,studying;sleep,74.077,0.367,0.175,0.816,0.974,0.853,0.0428,0.232,-19.716,43586,25
7rkp1ysBSmKiVLb4T6fMsR,Perfeito Demais - Ao Vivo,Taty Girl,Latin,forro,Happy;Energetic;Motivated,workout,91.358,0.592,0.938,0.783,0.165,1.22e-06,0.116,0.238,-3.578,194429,40
5Wr9eVJ9Ccpx6uYTLETkbk,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": III. Lustiges Zusammensein der Landleute. Allegro",Ludwig van Beethoven;Wiener Philharmoniker;Andris Nelsons,Classical,classical,Sad;Calm;Nostalgic,studying;sleep,158.524,0.283,0.139,0.334,0.931,0.841,0.0476,0.54,-18.546,308240,0
1uhGW4jUw12CdZCnXBKanD,Rain,Bicep,Chill,ambient,Energetic;Dark,workout;studying,123.023,0.505,0.904,0.237,0.0494,0.854,0.0781,0.072,-4.849,351252,45
3ddp87sShpWPenS7M4t9uj,Contacto Com o Mundo Racional,Tim Maia,Latin,mpb,Calm;Chill,commute,111.179,0.676,0.352,0.509,0.208,0.0,0.0367,0.128,-10.402,181866,40
2VO6kLtHu89dRm4L7KZsuX,Barrio De Tango (with Roberto Goyeneche),Aníbal Troilo Y Su Orquesta Típica;Roberto Goyeneche,Latin,tango,Calm;Romantic;Chill,studying;commute,112.903,0.474,0.373,0.669,0.79,0.0,0.0373,0.098,-9.678,181453,17
1l75b5q10NeaBkyMy18R5N,As Dores do Mundo - Acústico,Jota Quest,Latin,mpb,Motivated,commute;driving,105.163,0.609,0.73,0.509,0.384,0.000489,0.0581,0.694,-9.474,305701,42
36jYuqoGDDlfZBst0p4JGy,Mehfooz,Ritviz,EDM,edm,Dark,commute;driving,91.992,0.453,0.643,0.318,0.0855,0.000621,0.0913,0.0891,-9.842,142201,56
66gi2iE76DBW1Gr7npjZnL,"Polifemo, HelN 31: Alto Giove - Arr. for Voice & Piano",Nicola Porpora;Théophile Alexandre;Guillaume Vincent,Classical,opera,Sad;Calm,studying;sleep,71.023,0.261,0.103,0.0387,0.99,0.297,0.0474,0.0855,-20.002,269506,21
3PDNGdhCtiQemL14eKhCup,lights (4444),"nothing,nowhere.",Rock,emo,Dark,commute;cooking,89.982,0.718,0.69,0.428,0.0419,0.000419,0.0795,0.105,-7.299,160422,52
2vkM9ZTb1WBOnSuddnxndd,Garúa,Aníbal Troilo;Roberto Goyeneche,Latin,tango,Calm;Chill;Nostalgic,studying;commute,109.862,0.502,0.376,0.353,0.832,4.37e-05,0.0698,0.251,-7.401,212933,18
4rKgZ8OBMrn0wSmxVlqneH,Desapareceu um Povo,Shirley Carvalhaes,R&B,gospel,Chill;Nostalgic,commute,77.075,0.576,0.455,0.39,0.713,0.0,0.028,0.148,-4.819,234666,39
5KkCsYIgMK5H7Ih31Dnd2Q,Mirchi,DIVINE;MC Altaf;Stylo G;Phenom,Hip-Hop,hip-hop,Happy,commute;party;cooking;driving,129.784,0.871,0.608,0.818,0.142,0.0,0.4,0.0876,-5.486,192923,57
5cIArreof1TD6LLYhvA2Oq,The Finality of It All,Project AER;Colours in Context,Chill,ambient,Sad;Calm,studying;sleep,95.054,0.63,0.108,0.12,0.811,0.686,0.0319,0.085,-19.841,129998,44
4GYbzAzZszHhP0tmB7Kwil,Story Mentiroso,Gabi Martins;Mari Fernandez,Latin,sertanejo,Happy;Energetic;Motivated,workout;party,145.972,0.709,0.873,0.837,0.501,0.0,0.032,0.15,-2.423,186678,50
6ZmtxXUXRVjxOhugKkmerC,Dil Mere,The Local Train,Hip-Hop,hip-hop,Romantic;Chill;Nostalgic,commute;cooking,92.962,0.655,0.473,0.572,0.842,0.0323,0.0267,0.167,-9.806,211290,63
4zJU8zYYRJlZVAkThlkt7F,Estrela / Eu Já Te Amava - Ao Vivo,Ícaro e Gilmar,Latin,sertanejo,Romantic;Chill;Nostalgic,commute;cooking;driving,146.397,0.416,0.539,0.482,0.815,0.0,0.0291,0.171,-4.145,195712,47
1W7bwcFITuMrUThlgKTjKP,Beloved,Sylence,EDM,hardstyle,Energetic;Dark,workout;driving,150.049,0.47,0.761,0.191,0.0175,0.0,0.0529,0.575,-5.017,310400,20
6YaKD6M6fcLH5boPdcPK7G,This is God's House,Paul Cardall,Chill,new-age,Sad;Calm,studying;sleep,138.34,0.418,0.0511,0.137,0.992,0.96,0.0708,0.111,-19.234,181040,28
2BN3uLSTjV26cCBexRBHub,Answered by Silence,Dan Gibson's Solitudes,Chill,new-age,Sad;Calm;Chill,studying;commute,74.324,0.287,0.371,0.0327,0.982,0.0202,0.146,0.396,-22.781,79333,20
4TZk7ZppJV5o7qRBvgno9c,Ôa Ôa (Canção do Amor),Art Popular,Latin,samba,Motivated,workout;commute;driving,156.197,0.599,0.721,0.514,0.264,1.19e-06,0.0349,0.0807,-6.781,214674,38
7cVX0XbrMraZTkYdrUXpaP,Tema de não quero ver você triste,Erasmo Carlos;Marisa Monte,Pop,j-pop,Sad;Calm;Chill;Nostalgic,studying;commute,97.98,0.647,0.39,0.318,0.804,7.74e-06,0.0353,0.0808,-11.333,187960,38
1KN65AWTSIN6koeLdwYEbg,What We Hate,Screeching Weasel,Pop,power-pop,Energetic,workout,136.964,0.352,0.989,0.488,0.136,2.01e-06,0.084,0.531,-3.017,146266,27
2HgSK0w0mfcB9dEnFMYagd,"年少無知 - (劇集 ""天與地"" 片尾曲)",Bowie Lam;陳豪;黃德斌,Pop,cantopop,Dark,commute,77.02,0.485,0.623,0.263,0.0283,0.0,0.0269,0.0919,-5.793,296106,44
5QsnmWcvIsIAJcONcg0l8W,Corazón,Banda Cuisillos,R&B,r-n-b,Chill,commute;cooking;driving,136.182,0.584,0.542,0.5,0.228,0.000107,0.0262,0.0863,-8.008,231549,47
6Obm82gMaFUOkHiDIWUD4y,Outono,Melim;Djavan,Latin,mpb,Sad;Calm,studying;sleep,75.007,0.302,0.293,0.146,0.952,0.0,0.0317,0.114,-9.702,204007,38
2JUqYobT8NvARdPmc4ES2x,Good Guy,Frank Ocean,R&B,soul,Calm,studying;sleep,107.007,0.525,0.131,0.811,0.983,0.00433,0.458,0.12,-12.787,66786,64
5YIK45VEuWE4JjtxmRJsUI,Reste tranquille - Extrait Du Spectacle Musical Al Capone,Roberto Alagna;Bruno Pelletier,Classical,opera,Dark;Chill,commute;driving,119.94,0.455,0.568,0.172,0.506,2.12e-06,0.0362,0.0472,-7.005,200766,23
3JBe6ujV1BJrTyABJ0ftxg,Was It This Lifetime,Will Ackerman,Chill,new-age,Sad;Calm,studying;sleep,117.174,0.319,0.129,0.065,0.944,0.847,0.0413,0.218,-18.363,349600,20
0diSnstejl46AiNC2ISoeW,You Asked for It,Emmure,Rock,death-metal,Energetic;Dark,studying;driving,103.103,0.512,0.778,0.0368,0.00013,0.838,0.0485,0.0829,-7.925,92266,56
5AHr7VwlLcUnT6hYJvHHYZ,Diamond Dance,Ryuji Imaichi,EDM,j-dance,Chill,commute;cooking;driving,149.916,0.604,0.567,0.426,0.121,0.0,0.0473,0.0822,-5.504,237600,24
5r2XBHvvVrh1hWSkOl1uQC,You're Beautiful,Kenny G,Jazz,jazz,Sad;Dark;Chill,commute,81.686,0.53,0.539,0.298,0.282,0.018,0.0293,0.11,-7.728,252866,27
7lVYx6xEvCsifzewVxU8aY,Todo Por Estar Contigo,Rey Ruiz,Latin,salsa,Happy;Motivated,workout;commute;driving,170.309,0.569,0.714,0.827,0.689,1.04e-06,0.0373,0.101,-8.28,288040,30
34jjgw4TekQ5dg3g5W4mIC,Bringin' It Back - GLA Mix,Mark Farina,EDM,chicago-house,Happy,commute;cooking;driving,125.992,0.861,0.502,0.748,0.0161,0.176,0.0496,0.041,-9.792,373934,6
1Tz0RmkyaEu4bCNFGKJqlk,Elegy,Dan Gibson's Solitudes,Chill,new-age,Sad;Calm,studying;sleep,120.543,0.279,0.175,0.109,0.953,0.563,0.0375,0.902,-19.876,446657,21
0i19MAZbyn8uTir7FprXId,Oh! Sweet Nuthin' - 2015 Remaster,The Velvet Underground,Rock,psych-rock,Romantic;Chill,commute;cooking,75.601,0.399,0.467,0.525,0.303,0.0186,0.0284,0.124,-11.763,445186,60
3wNNbf63xkxw9rIVWtFy7a,Stand Up (From Harriet),Cynthia Erivo,R&B,soul,Sad;Calm;Chill,commute,80.02,0.616,0.32,0.177,0.268,0.0,0.0311,0.11,-10.194,303477,70
0wg0Ly8aadaS8FonmAu27A,Going Home,Celtic Woman,Classical,opera,Sad;Calm;Chill,commute,75.948,0.43,0.369,0.108,0.471,0.0,0.0279,0.172,-7.828,241986,21
1dVuRDQTEskwGzyhpDzzNk,Ne Farkeder?,Pickpocket,Rock,punk-rock,Energetic,workout,150.082,0.505,0.857,0.437,0.00115,2.05e-06,0.0382,0.0816,-5.329,305830,37
22wnEMAQaNrbot1dwmeucH,Revelations,Audioslave,Rock,grunge,Energetic;Dark,workout,113.045,0.534,0.882,0.368,0.00785,0.0,0.0482,0.107,-4.161,252106,56
1aL9518P5G72N92b48tuKw,Summer High,AP Dhillon,Hip-Hop,hip-hop,Happy,commute;cooking;driving,114.984,0.86,0.541,0.952,0.165,0.163,0.0325,0.0663,-6.51,177391,83
2GULMtAJYtWViznfW7cER7,Blue Blue Day,The Slapbacks,Rock,rockabilly,Happy;Energetic;Motivated,workout,119.581,0.591,0.908,0.92,0.243,4.63e-05,0.0804,0.0918,-3.977,196747,22
1WhWizm70M63k5UVIHX1Fe,Palavras No Corpo,Gal Costa,Latin,mpb,Sad;Chill;Nostalgic,studying;commute,179.728,0.564,0.416,0.344,0.554,0.00145,0.0423,0.11,-6.813,239560,44
4OCzAGgyWsUKpdWufYywZm,Cochise,Audioslave,Rock,grunge,Energetic,workout,80.473,0.452,0.873,0.433,0.000519,0.0,0.0613,0.0592,-4.867,222026,38
4VtPmDKs3yvWFrVUVAF89F,心如刀割,Jacky Cheung,Pop,cantopop,Sad;Calm;Chill,studying,83.085,0.399,0.33,0.163,0.722,4.26e-06,0.0285,0.134,-9.826,304493,49
5XuD9QXndz4OtgkyPZ78QM,Péssimo Negócio - Ao Vivo,Dilsinho;Sorriso Maroto,Latin,pagode,Happy;Energetic;Motivated,workout,74.979,0.587,0.794,0.679,0.272,0.0,0.0429,0.893,-5.89,209693,44
3VwaEG015M6ZajH8Pu0iXT,Deserto (Ao Vivo),Anderson Freire,R&B,gospel,Dark;Chill,commute;driving,149.979,0.452,0.567,0.273,0.319,0.0,0.0358,0.137,-7.623,286653,40
1CUY6IWzjtrKEvXYL6saou,Cancela esse amor,Vitor Fernandes;Unha Pintada,Latin,forro,Happy;Energetic;Motivated,workout;driving,156.072,0.638,0.805,0.962,0.463,2.58e-05,0.0377,0.0385,-3.412,188437,42
1eqGYJJr2z2GXK1i0hD3BC,Love Letters In The Sand - Single Version,Pat Boone,Rock,rock-n-roll,Calm;Nostalgic,studying;sleep,88.728,0.571,0.196,0.555,0.811,0.0,0.0278,0.142,-13.216,134560,55
61cTOgto61dWJk7kAJdv9u,"Minuet in A, K.61g/I",Wolfgang Amadeus Mozart;Academy of St. Martin in the Fields;Sir Neville Marriner,Classical,classical,Calm;Nostalgic,studying;sleep,111.648,0.381,0.0391,0.519,0.992,0.954,0.0451,0.253,-25.851,58306,20
1KeZgPUr54C8iz3FjqzVoz,Young,The Chainsmokers,EDM,edm,Chill,commute;cooking;driving,103.006,0.615,0.564,0.454,0.0105,0.0,0.0291,0.148,-6.384,224773,61
1sTsuZTdANkiFd7T34H3nb,Human,The Killers,Rock,alt-rock,Energetic;Motivated,workout;driving,135.47,0.557,0.8,0.582,0.00132,0.0012,0.0601,0.0906,-8.477,245373,75
4ISfM2xZuOc9YEtiCqty7Y,La Copa,Ozuna,Latin,latin,Happy;Energetic;Motivated,workout;party;driving,126.016,0.918,0.788,0.956,0.117,0.000198,0.036,0.0996,-4.581,154626,59
3O8zvTC2EAwq3YKl0qiHtZ,Prada,Vulgo FK;Nagalli;MATHINVOKER,R&B,funk,Sad;Calm;Chill,commute,125.649,0.521,0.388,0.341,0.212,0.0,0.14,0.344,-13.852,164953,44
2KkUDV8NN0sCWQoMVJSalG,Putali,The Elements,Pop,indie-pop,Energetic;Dark,workout;driving,151.99,0.469,0.838,0.336,0.302,5e-06,0.0473,0.088,-6.313,266841,42
60aZLJIMN4SuSp2Qj4Oyx2,Tão Na Sua - Ao Vivo,Douglas & Vinicius,Latin,forro,Energetic;Motivated,workout,125.772,0.682,0.852,0.571,0.249,0.0,0.0629,0.892,-4.585,168193,38
6dQr87kRxbz2ZLwQSyFemr,Paninaro - Italian Remix,Pet Shop Boys,Pop,synth-pop,Chill,commute;cooking;driving,119.888,0.577,0.555,0.472,0.0453,0.0583,0.0344,0.122,-15.696,516093,26
2e1tIq1uwyKO2oeLQOqaXs,One Side,DIVINE,Hip-Hop,hip-hop,Energetic;Motivated,driving,91.834,0.64,0.813,0.553,0.0418,0.0,0.262,0.801,-5.735,161839,56
2bZ53W1c9AdlFsovWn1TR6,"日月存亡 - 劇集 ""如懿傳"" 主題曲",Jinny Ng,Pop,cantopop,Romantic;Chill;Nostalgic,commute,115.886,0.672,0.45,0.4,0.588,0.0,0.0322,0.107,-6.361,176267,19
2tWjvpYWAjhzwHsuuvC9gM,My Names Mc Rick,MC Rick,R&B,funk,Sad;Nostalgic,studying;commute,132.026,0.929,0.449,0.304,0.544,0.0,0.126,0.0972,-4.736,149133,46
01XbMBVX5A3DIsGHuUsBSe,Terceiro Lugar - Ao Vivo,Matheus & Kauan,Latin,sertanejo,Energetic;Motivated,workout,149.803,0.481,0.86,0.591,0.217,0.0,0.0849,0.126,-4.678,168997,53
4W8mrhPqF1xm5OLFfpxcxG,Angel,MC Vinny;Mc Lele JP;Mc Kako;MC Lemos;Dj GM;Oldilla,R&B,funk,Happy;Motivated,workout;commute;driving,113.615,0.631,0.711,0.881,0.5,0.0,0.268,0.0689,-3.611,287999,44
2xhWefJZRsd4aHxhsSiUYg,Confidências,Jorge De Altinho,Latin,forro,Happy;Energetic;Motivated,workout;party;driving,126.073,0.704,0.821,0.967,0.0404,0.0,0.0332,0.157,-9.442,182068,48
3CGueOc6mRUes0CS6b2ral,Almost Full Moon,Enigma,Chill,new-age,Chill,studying;commute;cooking,62.983,0.398,0.502,0.598,0.0719,0.755,0.0469,0.145,-15.055,206226,41
6EmQbBIoWCG8Cu4BLOAFPJ,Recién,Pedro Laurenz;Alberto Podestá,Latin,tango,Calm,studying;sleep,121.675,0.557,0.278,0.659,0.978,0.875,0.0387,0.166,-8.012,161000,19
3zsLNrl18Um1i0TawERfOE,Don't Ask Me Questions,Graham Parker & The Rumour,Pop,power-pop,Chill,commute;cooking;driving,105.084,0.601,0.523,0.604,0.0642,0.000369,0.0281,0.275,-12.2,337146,24
3echn0fY7i42dlil9U35TR,Defeito Meu - Ao Vivo,Belo,Latin,pagode,Dark,workout;commute;driving,151.863,0.54,0.734,0.359,0.602,0.0,0.0548,0.728,-6.507,212280,44
3MkJ97Morkqto2ccyspJHQ,Senta Pros Bandido,Dj Guuga;Biu do Piseiro;MC Myres,R&B,funk,Happy;Energetic;Motivated,workout;party,178.108,0.712,0.9,0.773,0.037,0.0,0.144,0.111,-1.736,132134,44
3oV7AZATCUy6VP8rutfRb5,Baldosa Floja,La Chicana,Latin,tango,Calm;Chill,studying;commute,98.346,0.626,0.352,0.856,0.845,0.0,0.0557,0.108,-12.031,143706,19
1ydLO13HwJl1ncDNk4xvgU,Reflections,Tony O'Connor,Chill,new-age,Sad;Calm,studying;sleep,148.355,0.185,0.111,0.0781,0.941,0.668,0.0366,0.0471,-21.832,282000,23
56fiFTRrSiHHH3gBeaTg2P,Nero Forte,Slipknot,Rock,metal,Energetic,workout,129.842,0.336,0.978,0.496,0.000437,0.000525,0.0846,0.138,-2.358,315177,69
0t0mHozF8Xsif9w8bemh9D,"So Baby (From ""Doctor"")",Anirudh Ravichander;Ananthakrrishnan,Hip-Hop,hip-hop,Energetic;Motivated,workout;driving,133.131,0.607,0.843,0.582,0.103,4.42e-05,0.218,0.107,-8.15,252631,64
1hXAD9awLQTTihiMgz1mpM,Eterno Replay - Ao Vivo,Henrique & Juliano,Latin,sertanejo,Happy;Motivated,workout;commute;driving,161.889,0.658,0.719,0.805,0.467,0.0,0.153,0.777,-5.417,174066,56
6kiEh1xj80odDVe7Sq9QNY,"The Impossible Dream - From ""The Man of La Mancha""",José Carreras;Robert Farnon And His Orchestra,Classical,opera,Calm;Nostalgic,studying;sleep,94.522,0.28,0.294,0.502,0.918,0.0017,0.0322,0.0888,-14.753,228680,19
0C4KChnQFHNgtjbppUFooH,Dirty Little Secret,Zack Knight;Nora Fatehi,Hip-Hop,hip-hop,Dark,commute;cooking;driving,96.985,0.868,0.572,0.485,0.101,0.0,0.112,0.103,-6.217,183092,67
7arb2BWHl0sFWDKSTlW8SL,Fogueira - Jorge & Mateus Elétrico,Jorge & Mateus,Latin,sertanejo,Happy,commute;cooking;driving,135.999,0.551,0.687,0.577,0.278,0.0,0.0425,0.783,-7.821,181120,46
7sjzYqCpnomdelM5j0JDhK,The Lighthouse,George Skaroulis,Chill,new-age,Sad;Chill,studying;commute,112.527,0.232,0.408,0.152,0.968,0.503,0.0379,0.375,-13.243,154109,20
5Ll8OkCMHgWg9y1nXTgeK0,Dominamo Memo,Bruno & Barretto,Latin,sertanejo,Energetic;Motivated,workout,194.615,0.444,0.904,0.605,0.109,0.0,0.411,0.195,-5.01,153234,55
0Oho1Elt6nNyiHZyZR8OaG,A Time For Love,Jane Monheit,Jazz,jazz,Sad;Calm,studying;sleep,116.665,0.249,0.284,0.0738,0.941,5.62e-05,0.0368,0.239,-12.1,301320,36
3W2reBya7FkjHCP1B2nmQr,Peace and Love,Red Hot Chili Peppers,R&B,funk,Happy,commute;cooking,83.821,0.68,0.679,0.867,0.00495,0.00861,0.0423,0.0953,-6.076,243224,67
2Bdk07i7W4GmrwX1H5u0Vv,Locked in My Head,Radioactivity,Pop,power-pop,Energetic;Motivated,workout;studying,189.929,0.23,0.949,0.506,0.00183,0.911,0.0693,0.259,-3.786,149093,21
4iFECwt9g4TzMpX304uqWy,She Never Talked to Me That Way,The Drifters,R&B,r-n-b,Calm;Chill,studying;commute,146.387,0.386,0.384,0.791,0.679,0.0,0.0426,0.116,-12.716,153973,0
1a9fgoiGXoWmaFm60n1YeK,Laal Bindi,Akull,Hip-Hop,hip-hop,Dark,commute;driving,141.95,0.746,0.599,0.283,0.407,0.0,0.0463,0.162,-6.428,202963,62
0y44qXhgpfMcZcybWOWvrX,Push Ya Luck,Samantha J,EDM,j-dance,Motivated,workout;commute;party;driving,129.592,0.759,0.701,0.593,0.11,1.39e-05,0.256,0.11,-4.089,173821,34
77PruZJPEZJ3zCFXc9ngha,Bomba,Don Omar,Hip-Hop,hip-hop,Happy;Chill,commute;cooking;driving,123.425,0.661,0.576,0.924,0.026,0.0,0.485,0.0623,-6.025,173306,0
2a7zxjZ1I88Z6sYm0ThuSc,Black Effect,Jordan Sandhu;Mehar Vaani;Desi Crew,Hip-Hop,hip-hop,Happy;Motivated,workout;commute;driving,146.056,0.676,0.739,0.755,0.137,0.0,0.159,0.233,-5.319,175890,62
6GFtWQYco30oKpMr5xJwy2,"Soul of Doctor (Theme) [From ""Doctor""]",Anirudh Ravichander;Niranjana Ramanan,Hip-Hop,hip-hop,Energetic;Dark,studying;driving,97.261,0.473,0.837,0.212,0.0968,0.912,0.0336,0.297,-7.101,63711,59
5i9LPBnEwrIfikYwASnXjB,Debemur Morti,White Ward,Rock,black-metal,Energetic;Dark,workout,63.718,0.14,0.922,0.0398,0.000197,0.355,0.161,0.0883,-7.429,547384,17
444sEbMdXQ3coiejr7UC5M,Extra Extra,Katsbarnea,R&B,gospel,Energetic;Motivated,workout,169.544,0.445,0.866,0.645,0.491,8.13e-05,0.0595,0.987,-6.745,329666,38
0oTICiR6tPDmIPCmHS4qby,The Christmas Song (Merry Christmas To You),Nat King Cole,Jazz,jazz,Sad;Calm,studying;sleep,73.196,0.32,0.21,0.208,0.92,8.01e-05,0.0345,0.138,-15.231,192160,1
7CFqUZgSxW4LpTZf2zQcBy,Damascus,Conjure One;Rhys Fulber,Chill,new-age,Sad;Chill,commute,92.864,0.154,0.475,0.0396,0.532,0.0113,0.0335,0.116,-8.928,122880,55
2mYzwAhfjxNkUu6pJvZyCJ,Grande é o Senhor - Ao Vivo,Nívea Soares,R&B,gospel,Sad;Dark;Chill,commute;driving,148.034,0.348,0.511,0.16,0.0304,0.0,0.0363,0.919,-9.779,413311,38
